,URL_ID,URL,count,sentences,Syllable,fog_index,Complex_word,Complex_word_percent,average_sentence_length,average_word_length,Personal_Pronouns,Polarity,Subjectivity,Positive_scores,Negative_scores
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,3309,22,858,14.08,115,3.4753702024780906,22.636363636363637,5.646586345381526,[],0.1761308203991131,0.5311677753141167,0.113,0.004
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,10519,9,2737,83.71,313,2.9755680197737426,225.75,4.825027685492802,"['we', 'we', 'us', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'I', 'we', 'we']",0.1326305759457933,0.504171019198193,0.139,0.055
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,6048,57,1574,10.32,172,2.8439153439153437,15.392857142857142,5.589324618736383,[],0.18236446093588943,0.44819238301381165,0.129,0.007
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,4732,40,1264,11.44,157,3.317836010143702,15.73170731707317,5.899416909620991,['We'],0.0876316738816739,0.34342171717171716,0.088,0.015
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2079,12,541,14.96,71,3.4151034151034154,23.53846153846154,5.7973856209150325,"['we', 'we']",0.09166796166796166,0.3912768712768713,0.089,0.045
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,8475,78,2143,10.87,142,3.10518259348349,15.847826086956522,5.274348422496571,,0.14694743662134965,0.41690760929891363,0.098,0.027
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,8563,57,2194,13.48,287,3.351629101950251,23.46551724137931,5.2924320352681855,"['we', 'we']",0.0441591080876795,0.3958860980289551,0.068,0.103
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,4391,31,1129,13.78,155,3.5299476201320887,22.3125,5.151260504201681,"['we', 'us', 'we', 'i']",0.15593822843822838,0.4100283050283051,0.07,0.023
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,11588,110,3025,9.96,242,2.0883672764929235,19.67391304347826,5.093059936908517,"['we', 'us', 'we', 'we', 'we', 'us', 'we', 'we', 'we', 'We']",0.19193558535267086,0.4757927332299194,0.148,0.067
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,4210,40,1085,11.01,137,3.2541567695961997,14.727272727272727,5.4984567901234565,"['we', 'we', 'I', 'we']",0.27188644688644686,0.5027521367521367,0.178,0.005
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,2298,16,565,12.88,82,3.5683202785030463,21.823529411764707,5.196765498652291,[],0.12852891156462584,0.43758503401360543,0.188,0.0
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,6825,49,1748,12.41,199,2.9157509157509156,22.06,5.188576609247507,"['I', 'I', 'my', 'I']",0.16227442969016,0.46634746339802513,0.102,0.014
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,4090,24,1078,16.48,178,4.352078239608802,23.88,5.852596314907872,['we'],0.12596268810554526,0.3756125884697314,0.15,0.017
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,2432,28,600,9.48,74,3.0427631578947367,12.206896551724139,5.3524804177545695,[],0.22744949494949493,0.5095454545454545,0.194,0.038
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1059,11,293,12.3,50,4.721435316336167,16.0,5.625,['we'],0.04611801242236026,0.2803312629399586,0.072,0.016
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,4753,56,1201,8.74,134,2.819272038712392,14.636363636363637,4.905590062111801,"['We', 'we', 'we', 'we', 'we', 'We', 'us', 'us', 'we', 'We', 'we', 'We', 'we', 'we', 'we', 'We', 'us', 'us', 'We']",0.05008615288220553,0.48135964912280715,0.135,0.153
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1059,11,266,9.45,40,3.777148253068933,17.7,4.988700564971752,['we'],0.3378571428571428,0.45642857142857146,0.224,0.034
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,7893,61,2073,12.62,291,3.686811098441657,16.420289855072465,5.967343336275375,[],0.09488239538239539,0.3976969696969696,0.138,0.038
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,3305,32,860,11.13,109,3.29803328290469,17.193548387096776,5.202626641651032,"['my', 'we', 'we', 'we', 'my', 'we', 'We', 'I', 'I']",0.050444275112642455,0.39726201519568866,0.092,0.19
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,6298,52,1677,11.3,184,2.921562400762147,21.1,4.970616113744076,"['us', 'we', 'We', 'we', 'We', 'we', 'we']",0.03834140726997871,0.4785533051604483,0.078,0.09
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,11191,74,2936,14.51,412,3.6815298007327315,22.81081081081081,5.630331753554502,"['we', 'we', 'we', 'us', 'us', 'we', 'we', 'we', 'we', 'we', 'us', 'us', 'us', 'we', 'we']",0.08824155360468211,0.40256850226123964,0.05,0.047
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,10218,68,2595,13.89,303,2.965355255431591,23.02777777777778,4.906936416184971,"['We', 'we', 'we', 'I', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'i']",0.12432342244842245,0.4999897174897173,0.115,0.041
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,8705,77,2175,11.42,303,3.4807581849511777,20.82608695652174,5.058455114822547,"['We', 'We', 'we', 'we', 'we', 'we', 'we', 'us', 'we', 'us', 'us', 'us', 'we', 'we', 'we', 'we', 'us', 'we']",0.06454872646733112,0.398343484680694,0.109,0.046
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,5040,66,1280,8.4,116,2.301587301587302,13.014925373134329,4.780963302752293,['We'],0.17849927849927852,0.47281052281052294,0.155,0.032
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,8031,62,2060,12.1,209,2.6024156393973352,24.189655172413794,4.724875267284391,"['I', 'we', 'we', 'we']",0.2201765188834155,0.43684318555008217,0.122,0.02
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,2714,17,718,14.68,77,2.8371407516580693,27.352941176470587,4.838709677419355,"['my', 'we', 'we', 'we', 'we', 'us', 'we', 'we']",0.25395622895622894,0.5148629148629151,0.16,0.027
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,9990,73,2588,12.9,315,3.153153153153153,22.955882352941178,5.400384368994234,"['we', 'we', 'we', 'we', 'us', 'us', 'We', 'we']",0.12155610912076428,0.453966608104539,0.13,0.022
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,5861,80,1474,8.4,187,3.1905818119774785,13.857142857142858,5.043298969072165,"['we', 'I', 'I', 'I', 'my', 'my', 'I', 'we', 'We', 'we', 'us', 'we', 'We']",0.07680677032717849,0.5767808551992226,0.163,0.185
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,6385,76,1601,7.8,124,1.942051683633516,15.150684931506849,4.773960216998192,"['we', 'we', 'we', 'us', 'us']",0.2626820728291317,0.6234313725490195,0.146,0.066
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,7262,56,1796,11.1,160,2.2032497934453317,20.016949152542374,5.14987298899238,"['i', 'i']",0.10091925398377011,0.43261862390894656,0.136,0.119
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,9088,81,2416,11.3,283,3.1139964788732395,15.228260869565217,5.48750892219843,"['we', 'we', 'we', 'We', 'we', 'i', 'We', 'we', 'we']",0.10186831875607386,0.35501479812704323,0.122,0.053
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,6201,82,1558,8.66,204,3.289791969037252,14.180555555555555,5.074436826640548,"['us', 'we', 'we', 'I', 'I', 'I', 'my', 'my', 'I', 'we', 'We', 'we', 'us', 'we', 'We']",0.07263869992441419,0.5635668934240364,0.161,0.184
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,9349,67,2371,12.52,267,2.8559204192961816,23.52238805970149,4.932741116751269,"['we', 'we', 'we', 'we', 'we']",0.03450815057957915,0.4513409275909276,0.121,0.074
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4815,27,1243,15.09,140,2.907580477673936,28.22222222222222,5.320209973753281,['we'],0.06537518037518036,0.4051252100390031,0.114,0.042
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,7747,41,1991,16.08,278,3.588485865496321,29.5,5.566101694915254,['we'],0.06364806364806361,0.3976110226110225,0.098,0.035
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,10638,79,2669,12.27,320,3.008084226358338,20.9625,5.344066785927251,"['we', 'us', 'us', 'we', 'us']",0.07158336966790203,0.4132259946288723,0.08,0.101
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,20804,214,4881,7.73,381,1.8313785810421073,13.068548387096774,5.4193150262264735,[],0.04960279082619508,0.3315663503163504,0.087,0.078
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,10772,84,2767,12.1,347,3.221314519123654,20.867469879518072,5.219976905311778,"['we', 'we', 'us', 'we', 'we', 'us', 'we', 'I', 'we', 'we']",0.019572268708174752,0.46124592037343715,0.066,0.04
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,9983,63,2584,14.48,338,3.3857557848342186,23.93548387096774,5.727762803234501,[],0.018814935064935066,0.37167676767676755,0.076,0.067
54,91,https://insights.blackcoffer.com/human-rights-outlook/,960,9,240,10.69,33,3.4375000000000004,19.625,5.1210191082802545,"['we', 'us']",0.2584290709290709,0.4681610056610056,0.083,0.014
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,5879,42,1424,12.1,161,2.738560979758462,19.67391304347826,5.182965299684542,"['we', 'We']",0.15826583210603828,0.47622115856651936,0.144,0.011
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,11014,120,2814,9.41,285,2.5876157617577626,15.347457627118644,5.082274986195472,"['we', 'we', 'we', 'we', 'us', 'We']",0.10960267701647014,0.43117604617604605,0.091,0.05
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,10541,96,2665,10.66,324,3.0737121715207283,18.853932584269664,5.282479141835519,"['we', 'we', 'we', 'I', 'we']",0.15954677022324093,0.4343356708650828,0.153,0.017
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,6543,47,1646,12.87,212,3.240103927861837,22.27659574468085,5.2502387774594075,"['ours', 'us', 'we']",0.09475304998032269,0.4424435980685981,0.109,0.068
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,10966,72,2900,13.53,323,2.9454678095932882,22.6,5.470206489675516,['we'],0.028020634920634925,0.4214912698412697,0.063,0.076
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,5901,50,1522,11.41,187,3.168954414506016,19.163265306122447,5.285410010649628,"['i', 'we', 'my', 'i', 'my']",0.08094531419873882,0.439496629702109,0.091,0.107
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,7175,74,1827,10.16,224,3.1219512195121952,16.72222222222222,4.960132890365449,"['we', 'We', 'We', 'we', 'we', 'we', 'we', 'we', 'we', 'us', 'We', 'we', 'we', 'We', 'we', 'we', 'us', 'we', 'we', 'we', 'us', 'we', 'We', 'We', 'we', 'We', 'We', 'I', 'we', 'we', 'We', 'we', 'we', 'We', 'us', 'we', 'we']",0.11541107352031724,0.44506220670086244,0.125,0.107
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,6632,41,1755,14.92,231,3.483112183353438,28.63157894736842,5.096507352941177,"['us', 'us', 'we', 'we', 'us', 'we', 'we', 'us', 'we', 'us', 'us', 'we']",0.07701032059727714,0.432465963987703,0.115,0.061
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,8174,66,2071,12.21,278,3.401027648642035,18.060606060606062,5.858221476510067,"['We', 'we', 'we']",0.08137906615497077,0.33247164628743575,0.085,0.104
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,1063,11,263,9.63,30,2.8222013170272815,20.11111111111111,4.878453038674033,"['we', 'us']",0.27325487012987015,0.42491206709956714,0.114,0.014
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,6524,63,1660,11.26,236,3.6174126302881664,18.372881355932204,5.019372693726937,"['us', 'we', 'we', 'We', 'we', 'we', 'us', 'We', 'we', 'we', 'we', 'we', 'we']",0.061628905514775074,0.433699181253529,0.096,0.132
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,3880,34,969,11.02,147,3.788659793814433,17.823529411764707,5.404290429042904,"['we', 'we', 'us', 'us']",0.05948027068716724,0.4058518110242248,0.075,0.092
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,7120,50,1872,13.97,261,3.6657303370786516,20.9811320754717,5.403776978417266,"['i', 'i', 'we', 'us']",0.05715384749658943,0.3914643689643688,0.07,0.15
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,6277,38,1614,13.99,150,2.3896765971005256,27.307692307692307,4.894835680751174,"['we', 'We', 'i', 'we', 'we', 'we', 'us']",0.06413482834994465,0.43600658062867365,0.093,0.095
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,2640,22,676,11.95,98,3.7121212121212124,15.76,5.7030456852791875,[],0.10395238095238095,0.4373333333333333,0.098,0.018
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,3588,36,901,9.68,97,2.7034559643255296,17.0,5.031932773109244,"['I', 'I', 'we', 'We']",0.09073063973063976,0.3884276094276094,0.129,0.032
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,6749,35,1738,16.76,254,3.7635205215587497,29.34285714285714,5.572541382667965,"['we', 'we', 'my']",0.08566630591630595,0.41270382395382393,0.089,0.128
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,3833,30,944,11.12,80,2.087138012001043,22.774193548387096,4.430594900849858,"['we', 'we', 'we', 'we', 'we', 'us', 'we', 'I', 'we', 'we', 'I', 'we', 'we', 'I', 'my', 'We', 'We', 'we', 'I', 'I', 'my', 'we', 'we', 'we', 'us', 'we', 'we', 'We', 'We', 'we', 'we', 'us', 'we', 'We', 'my', 'us', 'we', 'we', 'we', 'we', 'we', 'we']",0.2563350340136055,0.5199829931972789,0.132,0.063
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6624,49,1619,12.76,224,3.3816425120772946,20.02,5.618381618381618,[],0.04362853371376099,0.3261895743145744,0.044,0.133
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,6587,52,1672,11.27,181,2.747836647942918,19.423076923076923,5.522772277227722,[],0.05916069710712567,0.46500592661306944,0.067,0.133
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,6574,53,1642,12.77,279,4.243991481594159,19.647058823529413,5.56187624750499,"['We', 'us', 'i']",0.11332926332926331,0.4287342287342288,0.102,0.11
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,7809,59,2024,12.31,262,3.35510308618261,22.339285714285715,5.243005595523581,"['we', 'us', 'We', 'us', 'I', 'we', 'I', 'we']",0.055118301238990905,0.3846937353833905,0.088,0.084
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,9312,73,2400,11.71,262,2.8135738831615122,20.95945945945946,5.004513217279174,"['we', 'i', 'We', 'us']",0.0319966530383197,0.4734675875821709,0.124,0.104
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,11231,89,2939,12.33,368,3.276645000445196,19.180851063829788,5.229617304492512,"['i', 'I', 'We', 'we']",-0.01497857845202978,0.3716315493749122,0.092,0.058
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,4670,23,1176,17.07,108,2.3126338329764455,34.76,4.3751438434982735,"['we', 'we', 'we', 'we', 'we', 'we', 'we', 'i', 'we', 'i', 'i', 'my', 'we', 'my', 'we', 'my', 'we', 'I', 'we', 'my', 'us', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'we', 'us', 'My', 'we', 'we']",0.06827476150392814,0.4795216550424884,0.089,0.088
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,11708,78,2898,13.41,371,3.1687734882131875,24.684931506849313,5.497780244173141,"['we', 'us', 'We', 'we', 'us', 'we', 'We', 'We', 'we', 'We', 'we']",0.07025518341307813,0.43570479228373965,0.098,0.124
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,7179,68,1772,9.71,160,2.2287226633235826,15.89873417721519,4.7165605095541405,"['us', 'us', 'us', 'us', 'we', 'we', 'I']",0.11091131836098277,0.49728972742395555,0.135,0.086
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,2223,20,592,12.09,86,3.8686459739091315,14.714285714285714,5.739393939393939,['us'],0.07287296037296037,0.4607517482517482,0.065,0.085
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,13586,93,3488,13.22,440,3.238627999411159,22.177083333333332,5.381869422263974,"['I', 'I', 'I', 'I', 'I', 'I']",0.02910643299352978,0.3307033002839456,0.079,0.135
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,8899,65,2236,12.56,211,2.3710529272952017,23.46153846153846,4.59748427672956,"['I', 'my', 'I', 'my', 'I', 'my', 'I', 'I', 'I', 'I', 'My', 'we', 'I', 'us', 'us', 'I', 'I', 'we', 'my', 'my', 'I', 'us', 'I', 'we', 'My', 'I', 'us', 'we', 'I', 'I', 'I', 'us', 'my', 'we', 'my', 'we']",0.0954523036487322,0.47803019995877105,0.149,0.099
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,10514,98,2662,10.47,321,3.05307209435039,17.214285714285715,5.232957913455839,"['we', 'we', 'us', 'we', 'we', 'I', 'my', 'I', 'I', 'I', 'my', 'I']",0.07181054675917688,0.433382405265967,0.082,0.112
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,11065,78,2800,12.79,363,3.280614550384094,22.576923076923077,5.283929585462805,"['we', 'We', 'We', 'we', 'We', 'we', 'we', 'We', 'we', 'we', 'we']",0.10608027311441948,0.4375210902918223,0.115,0.106
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,12040,78,3074,13.63,390,3.2392026578073088,22.475609756097562,5.5333695062398265,"['we', 'i', 'we', 'us', 'We', 'we', 'we', 'we', 'we']",0.08295984800761871,0.3822447987256905,0.105,0.112
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,11544,66,2918,15.16,389,3.36971586971587,29.338709677419356,5.346893897746014,"['we', 'we']",0.13463349713349712,0.37925514800514815,0.098,0.03
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,5190,32,1323,14.56,177,3.410404624277456,26.0,5.2391826923076925,"['we', 'I', 'we']",0.052994633331711984,0.39133226324237563,0.056,0.102
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,10197,80,2622,12.03,320,3.1381778954594486,20.126582278481013,5.413836477987421,"['we', 'i', 'we', 'we', 'I', 'we', 'we']",0.028909245516388384,0.4445098948670377,0.078,0.118
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,6013,61,1515,9.31,172,2.8604689838682855,16.311475409836067,5.0442211055276385,"['We', 'We', 'us', 'we', 'we']",0.19528344671201814,0.5416213151927438,0.15,0.071
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,4127,32,1026,11.57,142,3.4407559970923187,19.09090909090909,5.552380952380952,['I'],0.07678758023585606,0.43206355426183,0.033,0.054
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,10593,51,2728,16.14,282,2.6621353724157464,31.235294117647058,5.650345260514752,"['i', 'we', 'we']",0.013231213231213226,0.40128760128760127,0.063,0.105
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,11098,71,2844,14.53,379,3.4150297350874035,23.73611111111111,5.494441193680515,[],0.1337564419707276,0.45195810307417456,0.115,0.023
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,8620,61,2140,12.08,240,2.784222737819025,21.047619047619047,5.501508295625943,"['I', 'we', 'us', 'i', 'we', 'we', 'us', 'i']",0.06843698893698892,0.4309801415515701,0.085,0.057
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,6945,42,1821,15.76,282,4.060475161987041,23.595238095238095,6.009081735620585,[],0.056099663299663295,0.4468902356902356,0.14,0.08
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,2477,15,648,15.39,110,4.440855874041179,29.916666666666668,5.9025069637883005,"['we', 'we', 'we', 'we']",0.06237426788897377,0.3422332569391393,0.125,0.107
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,1784,13,428,11.53,39,2.18609865470852,18.625,4.6847133757961785,"['I', 'I', 'I', 'I', 'my', 'I', 'us']",0.1766528925619835,0.3664944903581267,0.091,0.065
